label,p1,p2,p3,p4,p5,r1,r2,r3,r4,r5
ড,-54.82,-76.78,-68.58,26.64,7.51,-108.75,1.57,57.85,36.45,29.8
ড,-53.87,-76.71,-69.04,27.08,7.84,-110.45,-4.82,54.28,35.44,29.02
ড,-52.84,-75.68,-68.25,28.42,8.81,-110.9,-8.24,51.19,35.36,28.74
ড,-55.13,-75.98,-67.57,26.67,7.76,-108.4,5.19,59.1,37.24,30.17
ড,-55.51,-77.82,-68.83,26.48,7.17,-110.85,0.78,57.8,35.69,29.33
ড,-52.75,-75.28,-67.4,27.78,8.73,-104.72,-0.05,56.33,36.85,29.65
ড,-56.28,-76.64,-68.03,25.89,7.01,-109.58,8.49,62.09,37.21,30.16
ড,-55.9,-76.67,-67.55,26.35,7.13,-109.22,5.98,59.05,36.94,29.88
ড,-52.89,-75.63,-67.46,28.48,8.4,-109.84,-6.24,51.24,35.51,28.73
ড,-53.03,-75.88,-67.73,29.06,9.01,-110.51,-7.07,51.01,35.2,28.35
ড,-56.17,-76.34,-66.04,26.61,7.74,-107.68,5.65,58.82,37.57,30.21
ড,-55.0,-74.51,-64.84,27.64,8.45,-105.81,5.18,57.89,38.5,30.71
ড,-50.36,-73.65,-65.71,30.75,10.08,-109.26,-13.8,44.52,34.62,27.73
ড,-55.84,-74.68,-64.52,27.28,7.95,-107.05,8.69,58.99,38.71,30.86
ড,-56.11,-73.59,-63.61,26.79,8.08,-104.61,11.01,60.04,39.83,31.6
ড,-53.0,-74.27,-65.57,29.04,9.03,-109.23,-4.27,50.9,36.2,29.03
ড,-52.14,-72.93,-64.32,30.09,9.93,-107.58,-3.9,49.61,37.02,29.29
ড,-56.33,-75.18,-65.49,26.35,7.43,-107.02,10.95,60.29,38.17,30.81
ড,-53.95,-74.22,-65.14,28.35,8.62,-107.45,1.88,54.21,37.34,29.83
ড,-53.48,-75.4,-66.47,28.21,8.3,-109.92,-3.66,51.75,35.76,28.93
ড,-53.85,-73.63,-64.84,28.33,8.62,-108.09,0.59,52.54,37.02,29.57
ড,-53.97,-73.5,-64.74,28.28,8.9,-106.71,2.52,54.97,37.93,30.13
ড,-55.44,-71.73,-63.3,28.01,8.79,-103.61,9.09,58.14,39.52,31.25
ড,-55.55,-74.58,-65.25,27.02,7.79,-107.31,6.57,57.49,38.08,30.77
ড,-53.71,-73.53,-65.07,28.54,8.76,-107.19,0.58,52.48,37.08,29.55
ড,-54.21,-72.55,-64.0,28.34,8.93,-104.39,5.0,55.79,38.64,30.66
ড,-57.46,-73.31,-63.74,26.14,7.65,-104.67,16.64,62.25,40.2,32.16
ড,-56.57,-71.41,-62.2,27.34,8.39,-102.56,13.1,59.69,40.58,31.96
ড,-55.0,-72.21,-63.46,27.89,9.04,-104.54,6.95,56.64,39.16,31.06
ড,-55.2,-73.61,-64.71,27.05,7.88,-105.47,6.31,56.39,38.31,30.68
ড,-54.82,-73.98,-64.67,27.92,8.77,-107.34,10.25,61.23,39.8,31.53
ড,-62.06,-79.35,-67.43,21.07,3.96,-118.66,44.79,80.94,40.33,33.04
ড,-59.55,-78.84,-66.64,23.6,5.45,-116.96,25.36,69.68,39.5,32.17
ড,-64.52,-78.26,-69.19,20.3,3.6,-124.26,44.37,83.47,37.67,31.2
ড,-57.98,-77.86,-67.08,24.57,6.23,-116.8,15.19,65.01,37.85,30.85
ড,-53.63,-79.85,-73.6,20.04,2.93,-110.07,160.85,131.83,34.92,30.86
ড,-54.19,-78.53,-74.27,20.0,2.77,-113.0,165.81,124.94,35.75,31.12
ড,-54.09,-80.69,-75.68,20.01,2.57,-113.98,-167.65,116.2,35.62,30.93
ড,-43.9,-80.08,-77.97,26.4,7.3,-106.15,-58.03,52.19,35.34,29.68
ড,-40.47,-75.75,-72.49,30.19,9.72,-104.49,-38.95,42.34,36.27,29.61
ড,-41.9,-78.59,-73.55,28.27,8.83,-107.0,-36.05,56.5,37.9,30.93
ড,-44.69,-81.61,-73.38,26.26,7.65,-108.03,-36.28,66.13,38.29,31.53
ড,-39.83,-75.46,-71.24,29.61,9.73,-103.38,-43.79,51.91,37.6,30.57
ড,-39.4,-74.88,-72.8,29.03,9.07,-104.52,-46.82,58.48,36.4,30.0
ড,-41.01,-78.87,-71.77,26.39,7.33,-104.66,-42.1,60.57,36.53,30.31
ড,-40.7,-79.16,-71.24,27.64,8.56,-105.85,-46.15,58.43,35.52,29.82
ড,-38.96,-77.48,-68.69,29.04,9.69,-105.07,-39.83,52.76,35.99,29.64
ড,-40.61,-77.98,-66.7,26.44,8.25,-100.51,-26.59,58.63,39.39,32.42
ড,-39.2,-74.03,-63.16,29.6,10.8,-98.71,-21.94,53.01,40.21,32.26
ড,-40.38,-76.56,-65.71,26.87,8.6,-100.53,-24.66,55.77,38.95,32.0
ড,-37.79,-74.0,-65.39,28.59,9.27,-100.45,-32.01,48.2,37.86,31.03
ড,-38.3,-72.81,-63.6,29.24,10.23,-99.18,-26.84,48.23,38.6,31.16
ড,-38.07,-73.83,-66.17,28.11,8.41,-102.52,-33.22,46.92,36.39,30.16
ড,-39.64,-75.63,-67.52,26.51,7.47,-102.43,-31.83,51.0,36.32,30.36
ড,-39.2,-73.9,-64.5,28.07,9.19,-99.72,-24.21,50.63,38.59,31.66
ড,-40.4,-73.44,-62.67,27.64,9.05,-96.74,-16.28,54.57,40.81,33.04
ড,-39.5,-72.34,-62.93,27.61,8.94,-94.9,-16.69,51.71,39.2,31.97
ড,-39.5,-72.75,-62.98,27.34,8.78,-95.07,-17.27,51.99,39.3,32.03
ড,-39.28,-72.82,-62.98,28.04,9.36,-95.97,-19.79,50.41,38.8,31.63
ড,-38.58,-71.93,-62.85,28.21,9.53,-94.86,-19.4,49.82,39.15,31.64
ড,-39.61,-72.64,-62.87,27.24,8.58,-94.87,-16.48,52.02,39.34,32.19
ড,-40.56,-73.28,-62.77,26.75,8.78,-93.98,-13.03,55.15,40.27,32.88
ড,-39.18,-71.14,-61.2,28.45,9.81,-93.42,-14.19,51.48,40.64,32.68
ড,-39.13,-72.19,-62.36,27.63,9.21,-94.13,-16.48,51.12,39.62,32.32
ড,-38.83,-72.02,-62.98,27.88,8.9,-95.06,-20.06,49.04,38.48,31.42
ড,-38.28,-70.18,-60.88,28.97,10.29,-94.13,-17.68,48.78,39.58,31.97
ড,-39.33,-70.77,-59.77,28.21,9.79,-92.92,-12.99,51.47,40.82,32.77
ড,-38.9,-68.23,-57.74,29.03,10.52,-91.23,-8.64,52.13,42.32,33.72
ড,-41.27,-73.51,-62.78,26.86,8.38,-95.18,-15.03,53.02,38.88,31.85
ড,-44.39,-76.49,-64.19,24.52,6.87,-95.36,-9.03,58.8,39.17,32.43
ড,-42.92,-74.66,-63.53,25.78,7.69,-94.82,-11.03,56.5,39.26,32.08
ড,-45.82,-76.98,-63.96,23.34,5.62,-94.84,-1.69,63.82,40.36,33.56
ড,-43.41,-73.03,-61.04,26.08,7.42,-93.1,-8.73,55.83,40.19,32.85
ড,-47.8,-79.21,-70.29,23.12,4.34,-101.57,-42.56,52.63,32.79,28.53
ড,-49.63,-82.73,-77.48,19.38,1.2,-110.33,-67.3,62.2,28.69,26.07
ড,-51.64,-83.86,-76.22,19.1,1.13,-108.39,-60.93,64.46,29.64,26.79
ড,-49.72,-81.08,-75.04,21.12,2.33,-109.32,-61.19,52.96,28.93,25.98
ড,-51.17,-82.08,-74.07,19.74,1.26,-108.81,-53.39,57.44,29.8,26.75
ড,-45.18,-77.23,-79.04,23.9,4.39,-108.95,-69.71,39.21,26.4,24.18
ড,-47.45,-78.37,-76.17,23.14,3.9,-107.01,-50.61,51.1,29.54,26.41
ড,-51.71,-83.69,-77.15,21.28,2.88,-108.33,-55.51,65.57,29.7,26.67
ড,-47.29,-79.87,-76.74,23.72,4.7,-106.36,-59.4,51.21,29.61,26.16
ড,-50.16,-81.62,-72.54,22.23,4.23,-101.32,-23.37,68.32,33.92,29.29
ড,-43.33,-75.3,-75.53,26.28,6.35,-106.99,-62.51,33.17,26.97,24.25
ড,-49.99,-81.7,-74.5,22.46,3.81,-102.59,-36.83,64.67,32.14,28.05
ড,-49.81,-80.33,-75.7,22.2,3.25,-105.91,-46.82,57.95,30.51,26.79
ড,-52.29,-80.01,-76.57,22.19,3.42,-116.14,-57.8,58.08,29.79,26.62
ড,-51.83,-80.21,-75.32,23.53,4.49,-115.37,-52.58,57.35,30.47,26.78
ড,-51.6,-80.23,-75.74,23.59,4.54,-113.92,-55.16,57.36,30.6,26.69
ড,-50.95,-79.57,-74.01,24.97,5.28,-111.35,-47.55,55.6,31.74,27.23
ড,-51.12,-79.64,-75.7,24.17,4.81,-112.99,-56.14,54.38,30.57,26.44
ড,-50.28,-77.58,-72.49,26.0,6.47,-110.13,-44.45,51.31,32.15,27.48
ড,-51.57,-80.21,-75.49,23.74,4.24,-112.75,-54.98,56.08,30.95,26.86
ড,-53.17,-81.39,-74.73,22.52,3.81,-112.78,-45.92,63.16,31.84,27.6
ড,-52.51,-80.26,-73.02,23.85,4.86,-109.28,-39.78,59.12,32.67,28.01
ড,-52.81,-78.96,-71.41,24.28,5.11,-107.83,-29.85,59.99,34.13,28.74
ড,-62.78,-79.61,-66.37,16.9,0.56,-102.22,30.27,85.68,40.39,34.39
ড,-74.35,-75.18,-62.61,5.96,-7.38,-105.27,80.95,105.75,41.5,36.27
ড,-75.9,-74.31,-62.52,4.09,-9.18,-107.19,89.8,112.2,40.78,36.17
ড,-50.46,-78.93,-61.3,20.08,4.47,-113.05,38.4,71.21,47.4,36.14
ড,-47.59,-74.82,-56.72,22.86,6.71,-105.12,20.96,61.19,48.75,37.24
ড,-44.5,-74.92,-56.85,26.98,9.04,-107.97,5.33,51.93,47.16,35.78
ড,-38.29,-78.05,-65.37,28.39,8.6,-115.03,-28.36,44.26,39.36,30.58
ড,-37.92,-77.24,-65.36,28.38,8.25,-119.52,-48.24,30.48,33.96,27.06
ড,-40.98,-79.31,-66.28,27.64,8.16,-112.53,-33.65,41.06,36.46,28.89
ড,-46.55,-80.61,-74.47,29.22,9.81,-119.23,-70.01,49.47,37.11,29.2
ড,-48.9,-84.5,-67.26,23.95,6.89,-113.15,14.11,70.01,44.15,34.33
ড,-49.38,-84.85,-67.66,23.85,6.65,-113.34,21.03,70.79,44.18,34.38
ড,-48.62,-84.18,-67.4,23.94,6.85,-111.91,8.56,68.63,44.62,34.57
ড,-48.87,-84.43,-67.15,23.86,6.66,-112.54,10.69,68.05,44.52,34.57
ড,-48.68,-84.43,-66.59,24.52,7.3,-112.08,6.61,66.43,44.53,34.6
ড,-48.52,-84.51,-67.12,24.33,7.08,-111.45,10.37,68.02,44.53,34.4
ড,-48.03,-84.36,-67.3,24.9,7.61,-112.18,6.09,67.51,44.27,34.27
ড,-48.06,-83.44,-67.18,24.56,7.36,-111.25,5.0,67.01,44.58,34.44
ড,-47.9,-83.56,-66.62,24.93,7.58,-112.22,6.09,66.31,44.4,34.38
ড,-47.91,-84.21,-67.21,24.86,7.42,-111.66,2.34,66.62,44.29,34.33
ড,-43.18,-79.79,-65.49,29.33,10.87,-108.42,-20.16,53.24,43.84,33.37
ড,-39.05,-76.79,-66.27,32.02,12.01,-108.02,-35.09,43.88,41.44,31.15
ড,-36.73,-75.17,-66.64,34.18,13.03,-111.17,-44.85,35.62,38.09,28.9
ড,-34.26,-74.38,-70.47,33.14,11.69,-115.43,-64.27,25.8,32.58,25.85
ড,-36.4,-76.48,-74.22,29.34,8.62,-122.69,-81.33,26.47,29.45,24.29
ড,-41.5,-79.82,-79.9,22.84,3.62,-129.09,-116.28,49.09,29.5,24.77
ড,-42.86,-80.93,-79.3,22.13,3.34,-128.57,-120.9,57.27,30.48,25.59
ড,-50.72,-80.64,-77.85,23.66,5.02,-130.79,-124.85,77.54,33.45,27.36
ড,-51.12,-83.77,-80.21,21.52,3.37,-129.68,-136.0,82.97,34.33,28.22
ড,-47.78,-81.22,-76.68,26.54,7.31,-123.02,-81.43,45.8,34.24,27.58
ড,-49.08,-83.04,-76.7,24.93,6.31,-122.84,-89.19,54.07,35.19,28.49
ড,-49.21,-83.35,-76.0,24.74,6.12,-123.16,-102.93,57.22,35.51,28.67
ড,-48.68,-82.89,-71.42,27.36,8.37,-118.76,-69.08,49.39,37.61,29.63
ড,-48.04,-81.73,-70.07,28.08,9.07,-117.32,-59.35,46.41,38.21,29.93
ড,-44.82,-77.55,-65.34,32.35,12.15,-113.12,-52.05,36.42,38.82,29.64
ড,-41.53,-73.84,-61.73,35.57,14.34,-111.78,-52.29,29.1,37.53,28.39
ড,-42.07,-74.78,-62.58,34.26,13.3,-111.72,-50.93,31.68,37.76,28.72
ড,-40.33,-74.73,-62.92,34.57,13.5,-110.76,-53.87,30.4,36.52,27.86
ড,-35.71,-68.9,-60.08,38.39,15.71,-112.76,-59.56,18.0,32.56,25.1
ড,-30.09,-63.97,-57.1,42.64,18.49,-110.84,-60.27,10.91,30.39,23.33
ড,-32.6,-66.84,-60.77,38.93,15.81,-113.69,-65.22,12.44,29.58,23.28
ড,-33.66,-68.07,-61.96,37.8,14.93,-115.36,-66.13,13.47,29.25,23.36
ড,-37.63,-72.66,-66.38,33.48,11.81,-117.04,-72.18,19.69,30.32,24.38
ড,-40.86,-75.69,-70.17,31.66,10.45,-120.94,-79.03,26.77,30.95,24.81
ড,-52.55,-80.16,-73.29,29.69,9.03,-126.54,-81.37,32.11,32.09,26.01
ড,-50.94,-80.96,-80.75,25.46,6.12,-127.27,-101.8,58.13,32.31,26.29
ড,-53.38,-86.27,-75.6,23.3,5.19,-120.96,-93.66,82.75,37.0,29.71
ড,-54.49,-86.99,-73.89,23.31,5.33,-119.82,-58.31,80.15,38.49,30.56
ড,-55.82,-86.29,-70.94,23.6,5.87,-113.95,-12.11,79.26,41.67,32.73
ড,-52.99,-81.74,-68.51,26.54,8.6,-107.65,-12.45,69.09,43.71,33.39
ড,-49.72,-78.64,-66.05,30.32,11.51,-105.17,-21.91,57.61,43.95,33.16
ড,-49.24,-78.5,-66.94,30.45,10.86,-108.18,-28.37,55.23,42.42,32.06
ড,-51.67,-83.39,-72.16,26.24,7.63,-113.09,-41.85,67.53,39.56,30.82
ড,-51.9,-84.44,-73.82,24.99,6.17,-118.58,-57.63,68.61,37.32,29.68
ড,-53.43,-86.14,-73.68,23.93,5.54,-119.39,-62.23,73.43,37.51,29.87
ড,-53.28,-84.15,-71.45,24.96,6.63,-115.33,-31.76,70.38,39.8,31.11
ড,-54.37,-80.76,-66.8,25.9,7.8,-107.49,-3.88,68.54,43.8,33.83
ড,-52.4,-78.79,-66.27,27.87,9.35,-107.92,-12.41,61.78,43.45,33.25
ড,-51.3,-79.23,-68.01,27.85,9.35,-108.57,-19.96,61.67,42.04,32.3
ড,-51.33,-79.69,-68.68,27.48,8.91,-109.16,-21.33,62.76,41.74,32.12
ড,-50.06,-79.31,-69.19,28.61,9.42,-109.64,-29.13,57.88,40.57,31.19
ড,-47.94,-80.13,-74.81,27.45,7.69,-119.62,-62.56,52.27,34.01,27.21
ড,-47.73,-80.0,-73.93,28.02,7.81,-118.69,-63.79,53.65,32.22,26.62
ড,-46.81,-79.35,-77.27,26.66,6.99,-122.34,-77.08,49.45,31.72,25.92
ড,-47.07,-79.52,-77.08,26.63,7.0,-123.26,-76.61,48.87,31.61,25.86
ড,-48.83,-79.02,-70.69,27.87,8.35,-114.18,-40.19,54.08,37.74,29.66
ড,-50.0,-79.0,-68.82,28.1,8.98,-110.99,-29.59,56.46,40.16,30.99
ড,-49.07,-79.38,-70.67,27.94,8.59,-112.77,-38.77,54.58,38.23,29.85
ড,-47.56,-79.81,-74.82,26.85,7.43,-118.7,-61.08,52.33,34.37,27.64
ড,-46.52,-79.67,-76.08,26.58,6.74,-122.84,-76.08,46.57,31.91,26.02
ড,-46.87,-79.28,-73.48,27.48,7.7,-120.21,-69.63,43.32,33.1,26.79
ড,-49.9,-82.53,-73.76,24.14,5.31,-121.52,-75.55,54.22,33.84,27.38
ড,-52.97,-85.54,-74.86,21.28,3.06,-124.05,-99.37,67.17,34.05,27.94
ড,-48.55,-80.27,-70.28,27.11,7.71,-113.39,-49.47,50.11,36.59,28.74
ড,-54.3,-87.03,-72.79,20.76,2.8,-119.39,-72.84,69.92,36.25,29.44
ড,-47.43,-78.64,-68.75,28.3,9.06,-112.23,-47.89,45.19,36.27,28.63
ড,-52.26,-84.29,-70.66,23.43,5.18,-114.52,-43.12,61.33,37.28,29.86
ড,-53.27,-84.42,-70.54,23.0,4.95,-114.76,-36.58,62.45,37.41,29.93
ড,-48.98,-78.72,-66.18,27.82,8.49,-110.89,-33.57,47.84,37.89,29.58
ড,-54.67,-84.89,-69.07,21.94,4.05,-115.07,-15.62,64.22,38.05,30.63
ড,-50.56,-80.7,-67.32,25.99,7.38,-112.17,-33.07,51.05,37.67,29.76
ড,-49.52,-79.25,-66.42,26.73,7.58,-108.72,-29.55,50.64,38.61,30.0
ড,-47.73,-78.08,-66.58,28.34,8.56,-110.8,-37.86,44.61,36.7,28.75
ড,-48.55,-80.55,-70.94,25.71,6.52,-116.56,-57.46,46.58,33.73,27.24
ড,-50.78,-83.1,-72.2,24.18,5.44,-116.51,-58.62,55.9,34.88,28.13
ড,-51.92,-80.52,-66.29,26.15,7.47,-109.4,-13.49,56.6,40.07,31.24
ড,-51.77,-79.62,-64.13,26.36,7.96,-105.88,-12.79,56.3,41.59,32.28
ড,-47.08,-74.97,-61.81,30.36,11.26,-102.74,-21.32,46.75,41.83,31.58
ড,-50.78,-78.6,-63.33,26.71,8.97,-103.39,-10.56,55.56,42.38,32.63
ড,-48.84,-77.08,-63.12,28.85,9.96,-104.33,-19.53,50.38,41.5,31.65
ড,-47.26,-75.59,-62.34,30.14,10.84,-103.46,-22.16,47.23,41.18,31.37
ড,-46.9,-76.2,-63.52,29.8,10.19,-105.04,-26.12,46.3,39.8,30.55
ড,-46.47,-78.05,-67.01,28.81,9.0,-109.07,-41.41,43.52,36.51,28.59
ড,-49.8,-81.32,-68.47,25.67,6.7,-111.41,-37.71,51.06,36.69,29.12
ড,-50.69,-81.69,-68.39,25.21,6.28,-111.74,-33.29,53.26,37.34,29.66
ড,-51.09,-82.47,-68.2,24.6,5.91,-110.67,-30.69,55.39,37.66,29.99
ড,-46.81,-78.86,-68.08,28.13,8.48,-112.11,-46.77,42.59,35.06,27.95
ড,-46.54,-77.75,-66.39,29.02,9.11,-110.43,-41.57,42.03,36.14,28.37
ড,-46.22,-77.83,-66.86,29.17,9.06,-110.24,-43.79,41.8,35.97,28.18
ড,-46.85,-78.33,-67.22,28.37,8.69,-110.38,-41.27,43.91,36.24,28.55
ড,-49.63,-81.4,-67.92,25.77,6.78,-112.1,-38.82,49.47,36.57,29.05
ড,-48.86,-80.69,-68.52,26.37,6.98,-114.61,-48.95,45.05,35.05,28.02
ড,-48.29,-80.29,-67.63,26.37,6.93,-113.73,-47.96,44.13,35.12,28.1
ড,-48.76,-79.83,-65.3,26.6,7.56,-110.18,-36.76,45.56,36.88,29.09
ড,-44.13,-75.52,-60.87,31.21,10.87,-109.58,-44.45,34.08,35.63,27.86
ড,-44.91,-76.16,-60.33,30.28,10.21,-108.43,-39.6,36.72,36.55,28.36
ড,-49.76,-80.7,-61.79,27.46,8.59,-110.32,-34.69,44.27,36.96,29.03
ড,-45.15,-76.06,-61.46,29.19,9.31,-107.18,-39.8,37.82,36.93,28.87
ড,-47.48,-78.68,-64.54,27.02,7.23,-112.44,-45.94,39.51,36.0,28.48
ড,-48.91,-80.41,-61.44,28.51,8.81,-116.04,-39.41,39.72,36.03,28.38
ড,-47.65,-79.07,-59.64,27.21,8.2,-108.51,-32.76,41.14,37.45,29.06
ড,-49.53,-81.71,-62.57,26.35,7.94,-115.91,-43.31,39.87,34.95,27.86
ড,-47.93,-78.92,-62.22,25.54,6.56,-112.01,-40.21,39.37,35.54,28.23
ড,-48.83,-83.6,-79.39,23.36,4.58,-123.31,-98.24,70.37,32.19,26.42
ড,-47.51,-83.3,-74.44,22.35,4.47,-128.36,-82.13,56.01,32.91,27.43
ড,-48.15,-82.07,-74.98,18.04,0.41,-141.92,176.66,57.64,31.43,28.0
ড,-46.09,-75.93,-77.66,14.95,-1.48,-153.61,172.11,63.49,27.98,25.67
ড,-44.25,-67.54,-82.37,11.7,-4.4,-150.92,-177.82,37.75,22.99,22.53
ড,-44.17,-84.01,-67.91,16.83,-0.26,-144.23,-156.89,36.25,28.77,25.85
ড,-43.06,-86.85,-65.39,22.21,4.62,-144.81,-136.44,34.24,27.87,25.12
ড,-43.84,-83.65,-68.95,17.87,0.31,-137.74,-104.62,32.08,28.2,25.43
ড,-44.78,-84.27,-69.37,17.59,0.26,-143.04,-125.93,32.41,26.7,24.45
ড,-45.9,-84.1,-69.42,16.81,-0.48,-140.58,-107.06,31.37,26.61,24.73
ড,-47.78,-84.53,-70.37,16.1,-0.43,-140.65,-76.68,36.06,26.96,24.88
ড,-51.31,-74.02,-85.27,1.8,-12.13,-161.86,-171.09,143.42,20.65,20.73
ড,-47.59,-73.99,-61.68,21.82,3.33,-122.53,-31.77,31.24,30.19,26.27
ড,-44.22,-64.48,-49.9,28.08,9.2,-105.89,-16.21,35.06,38.42,30.97
ড,-44.11,-64.71,-53.54,26.7,7.86,-101.73,-17.93,33.49,36.84,29.83
ড,-46.08,-66.37,-53.99,27.09,8.07,-105.16,-16.09,35.13,36.39,29.88
ড,-49.41,-68.76,-57.25,24.13,5.83,-104.97,-11.45,40.25,36.98,30.41
ড,-50.3,-69.67,-57.65,23.39,5.64,-105.87,-9.74,41.24,36.61,30.25
ড,-52.98,-71.31,-58.75,20.81,3.52,-105.9,-5.11,45.25,37.42,31.03
ড,-53.4,-70.98,-58.3,20.74,3.43,-105.77,-3.29,45.85,38.0,31.61
ড,-52.53,-70.68,-59.1,20.36,3.06,-103.14,-4.87,46.0,37.83,31.44
ড,-53.32,-71.27,-58.65,20.59,3.42,-106.48,-3.56,45.91,37.59,31.34
ড,-53.26,-71.09,-58.86,20.42,3.14,-105.49,-3.31,46.4,37.91,31.49
ড,-53.48,-71.18,-58.5,20.56,3.75,-105.33,-2.77,46.51,37.97,31.54
ড,-53.3,-71.13,-58.57,20.81,4.01,-104.88,-3.3,46.14,37.8,31.39
ড,-53.89,-72.22,-59.62,20.69,3.46,-106.76,-2.2,46.57,37.82,31.25
ড,-55.49,-73.54,-60.95,18.97,2.05,-107.36,0.34,48.94,37.16,30.99
ড,-57.47,-76.44,-63.45,16.91,0.47,-111.97,2.07,51.6,36.1,30.46
ড,-59.23,-77.0,-63.86,15.5,-0.53,-111.67,9.89,55.66,36.41,30.97
ড,-59.88,-78.05,-64.4,15.52,-0.67,-112.01,12.45,56.78,36.72,30.97
ড,-60.36,-76.26,-62.43,15.49,-0.48,-109.87,15.71,58.2,37.95,32.18
ড,-60.77,-75.53,-62.02,14.33,-1.13,-107.92,17.63,59.42,38.68,32.54
ড,-60.78,-75.76,-61.82,15.54,-0.33,-109.17,16.75,58.77,38.72,32.4
ড,-61.1,-75.25,-60.97,15.09,-0.54,-106.89,19.48,59.44,39.46,33.0
ড,-60.73,-74.86,-60.4,15.29,-0.35,-105.59,19.54,59.11,39.85,32.95
ড,-61.57,-73.27,-58.15,14.77,-0.51,-102.65,23.52,60.42,41.36,34.43
ড,-59.01,-72.09,-57.21,17.41,1.5,-101.42,15.84,56.15,41.49,34.11
ড,-56.01,-69.09,-54.1,20.33,4.06,-97.91,10.65,52.76,42.87,34.63
ড,-54.15,-76.58,-66.98,27.6,6.1,-107.59,24.81,62.45,39.09,29.58
ড,-53.53,-72.35,-65.19,27.51,5.9,-107.64,20.22,59.73,40.1,30.12
ড,-53.59,-79.52,-72.0,24.62,3.93,-105.3,29.35,77.12,38.79,29.51
ড,-54.11,-78.12,-69.22,25.31,4.27,-107.94,28.9,70.0,38.66,29.63
ড,-51.28,-77.02,-68.12,27.15,5.69,-106.0,15.64,63.58,39.11,29.42
ড,-53.02,-70.78,-65.08,29.24,7.11,-109.28,1.23,40.27,38.88,28.97
ড,-49.57,-74.44,-69.4,28.38,5.97,-104.27,-7.76,49.46,37.67,28.6
ড,-54.15,-82.38,-74.02,24.56,2.83,-110.39,16.78,62.88,35.99,28.11
ড,-57.61,-81.02,-73.89,21.47,0.79,-111.78,20.06,72.5,35.55,28.2
ড,-58.66,-79.78,-71.54,20.7,0.15,-114.15,21.54,69.22,35.4,28.32
ড,-60.48,-77.99,-70.04,19.08,-0.71,-109.73,30.65,74.73,37.57,29.8
ড,-58.94,-76.66,-68.77,20.66,0.67,-109.18,24.66,70.0,37.62,29.77
ড,-53.4,-73.58,-67.24,23.16,2.91,-101.67,4.99,56.17,38.05,29.48
ড,-57.21,-75.83,-67.74,20.88,1.14,-108.92,13.37,59.34,36.07,28.77
ড,-58.53,-74.42,-66.44,19.64,0.25,-104.78,19.62,63.43,37.42,29.95
ড,-58.67,-71.92,-64.08,20.21,0.72,-101.98,19.62,63.04,39.05,31.02
ড,-51.36,-66.66,-58.86,25.26,4.48,-96.61,3.88,48.41,38.78,30.34
ড,-52.02,-65.99,-58.74,25.2,4.61,-97.45,2.86,48.33,38.84,30.35
ড,-51.45,-65.77,-58.47,25.49,4.76,-96.88,2.67,48.42,39.19,30.29
ড,-52.21,-66.0,-58.98,24.62,4.14,-97.53,2.19,48.68,38.6,30.22
ড,-53.15,-67.16,-59.8,23.32,3.34,-97.28,4.71,50.54,38.41,30.21
ড,-54.96,-67.57,-59.37,23.33,2.47,-95.33,8.83,54.26,37.89,30.13
ড,-55.1,-66.31,-58.62,21.83,2.37,-94.09,10.51,54.94,40.61,32.03
ড,-56.92,-68.15,-60.39,19.48,0.95,-94.17,14.63,59.16,40.14,32.06
ড,-56.58,-66.67,-58.94,20.31,1.7,-92.43,14.37,58.24,40.89,32.43
ড,-55.2,-65.23,-55.45,21.11,2.13,-91.58,12.55,54.58,41.25,32.63
ড,-52.31,-64.92,-57.62,24.01,4.26,-92.04,9.67,52.77,41.04,31.79
ড,-47.14,-75.59,-77.66,26.81,4.02,-107.96,-40.84,24.17,27.46,22.86
ড,-47.59,-75.07,-76.83,26.94,3.88,-109.82,-54.03,16.83,25.54,21.62
ড,-47.6,-75.74,-78.14,25.54,2.57,-111.86,-57.24,17.49,24.53,21.06
ড,-48.18,-74.99,-75.15,25.99,2.8,-110.56,-49.57,22.36,25.42,21.71
ড,-47.75,-74.63,-75.31,25.74,3.0,-110.49,-51.27,19.76,25.2,21.49
ড,-48.02,-74.66,-73.89,25.3,2.36,-113.63,-55.82,16.53,23.76,20.74
ড,-49.18,-75.08,-74.44,24.96,2.78,-111.27,-48.99,22.0,25.36,21.56
ড,-50.2,-76.21,-74.94,24.3,2.05,-111.92,-47.83,25.26,25.42,21.85
ড,-49.83,-75.82,-74.59,24.39,2.15,-112.44,-49.0,23.12,24.97,21.34
ড,-49.75,-74.42,-71.7,24.84,2.27,-110.88,-42.86,24.4,26.12,22.26
ড,-58.2,-78.96,-71.4,17.62,-2.23,-99.97,2.79,60.68,33.04,27.72
ড,-66.21,-78.77,-69.89,10.95,-7.09,-94.01,38.24,79.18,35.64,30.78
ড,-76.23,-74.08,-66.77,2.01,-13.79,-92.68,76.88,100.2,36.54,32.43
ড,-70.2,-77.13,-68.4,7.09,-10.2,-94.51,53.23,84.48,35.4,30.81
ড,-74.73,-66.36,-56.71,6.36,-14.66,-123.39,114.93,113.87,48.01,41.52
ড,-58.85,-79.7,-70.17,15.85,-9.86,-124.96,147.11,94.4,39.7,33.28
ড,-56.88,-83.51,-66.41,19.78,-5.67,-116.03,116.4,82.0,41.9,33.76
ড,-58.09,-82.43,-63.29,20.29,-5.25,-109.48,91.28,79.6,43.93,35.33
